boundary,lambda,agency_regeneration,agency_transformative_gain,gamma,k_p,f_target,mean_friction,mean_transformative_capacity,mean_human_agency,mean_ai_intervention,adaptive_window_fraction,final_friction,final_transformative_capacity,final_human_agency,final_ai_intervention,adaptive_score,agency_compression_score,R_eff,regime
agency_compression_boundary,0.09075,0.005,0.005,0.4,0.16,0.15,0.15571244290742936,0.09601898268585939,0.7163133744323933,0.8807589314623087,0.019,0.15023779179019447,0.08490681024664234,0.4867638291660021,0.9139528185022696,0.40616617855912635,0.2836866255676067,14.585308154852221,homeostatic_trap
agency_compression_boundary,0.091,0.005,0.005,0.4,0.16,0.15,0.15571244290742936,0.09601898268585939,0.7156543708049146,0.8807589314623087,0.019,0.15023779179019447,0.08490681024664234,0.48573783983033303,0.9139528185022696,0.405836676745387,0.28434562919508544,14.625488067124543,homeostatic_trap
agency_compression_boundary,0.09125,0.005,0.005,0.4,0.16,0.15,0.15571244290742936,0.09601898268585939,0.7149962571006129,0.8807589314623087,0.019,0.15023779179019447,0.08490681024664234,0.4847140771969872,0.9139528185022696,0.40550761989323614,0.2850037428993871,14.665667979396863,homeostatic_trap
agency_compression_boundary,0.0915,0.005,0.005,0.4,0.16,0.15,0.15571244290742936,0.09601898268585939,0.7143390319237168,0.8807589314623087,0.019,0.15023779179019447,0.08490681024664234,0.4836925364044417,0.9139528185022696,0.4051790073047881,0.28566096807628316,14.705847891669183,homeostatic_trap
agency_compression_boundary,0.09175,0.005,0.005,0.4,0.16,0.15,0.15571244290742936,0.09601898268585939,0.7136826938808191,0.8807589314623087,0.019,0.15023779179019447,0.08490681024664234,0.4826732126017982,0.9139528185022696,0.40485083828333923,0.28631730611918094,14.746027803941503,homeostatic_trap
agency_compression_boundary,0.092,0.005,0.005,0.4,0.16,0.15,0.15571244290742936,0.09601898268585939,0.7130272415808862,0.8807589314623087,0.019,0.15023779179019447,0.08490681024664234,0.4816561009487679,0.9139528185022696,0.4045231121333728,0.28697275841911385,14.786207716213822,homeostatic_trap
agency_compression_boundary,0.09225,0.005,0.005,0.4,0.16,0.15,0.15571244290742936,0.09601898268585939,0.7123726736352444,0.8807589314623087,0.019,0.15023779179019447,0.08490681024664234,0.4806411966156485,0.9139528185022696,0.4041958281605519,0.28762732636475563,14.826387628486144,homeostatic_trap
agency_compression_boundary,0.0925,0.005,0.005,0.4,0.16,0.15,0.15571244290742936,0.09601898268585939,0.7117189886575794,0.8807589314623087,0.019,0.15023779179019447,0.08490681024664234,0.4796284947832976,0.9139528185022696,0.4038689856717194,0.28828101134242057,14.866567540758462,homeostatic_trap
agency_compression_boundary,0.09275,0.005,0.005,0.4,0.16,0.15,0.15571244290742936,0.09601898268585939,0.7110661852639337,0.8807589314623087,0.019,0.15023779179019447,0.08490681024664234,0.4786179906431119,0.9139528185022696,0.40354258397489656,0.2889338147360663,14.906747453030784,homeostatic_trap
agency_compression_boundary,0.093,0.005,0.005,0.4,0.16,0.15,0.15571244290742936,0.09601898268585939,0.710414262072698,0.8807589314623087,0.019,0.15023779179019447,0.08490681024664234,0.47760967939700394,0.9139528185022696,0.4032166223792787,0.289585737927302,14.946927365303106,homeostatic_trap
agency_compression_boundary,0.09325,0.005,0.005,0.4,0.16,0.15,0.15571244290742936,0.09601898268585939,0.7097632177046096,0.8807589314623087,0.019,0.15023779179019447,0.08490681024664234,0.4766035562573769,0.9139528185022696,0.4028911001952345,0.2902367822953904,14.987107277575424,homeostatic_trap
